Drug,Y
CC(C)C(N)=O,-0.75429317
CCCCCC(O)CCCC(O)=O,0.365320334
CC(C[N+](C)(C)C)OC(N)=O,-0.338098595
Oc1c(Br)cc(Br)c2cccnc12,0.723066358
N[C@@H](Cc1ccc(O)c(O)c1)C(O)=O,0.30102073
C[C@H](\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,-1.035313288
NC(=S)N\N=C\c1ncccc1N,-1.877848495
Cc1cc(C(=O)CN2CCCC2)c(C)n1-c1ccc(F)cc1,0.363692212
Nc1c2ccccc2nc2ccccc12,0.378865734
CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@H]1[C@@H](C)OC(=O)[C@H](CC(=O)c2ccccc2N)NC(=O)[C@@H](NC(=O)[C@@H](CO)NC(=O)CNC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](C)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCN)NC(=O)CNC1=O)[C@@H](C)CC(O)=O,0.443409384
COc1cc(CCC(C)=O)ccc1O,-0.203692034
c1ccc2c(c1)sc1ccccc21,-0.010906689
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,0.31749381
OC(=O)\C=C\c1ccc(O)c(O)c1,1.021238611
CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,-0.117895942
Nc1ccc(C(O)=O)c(O)c1,-0.451051921
NCCCCNC(N)=N,0.782375344
OC[C@H]1O[C@@H](Oc2cc(O)cc(\C=C\c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,-2.832818002
NCC(O)=O,0.482049973
CCC(CC)CC1(CCCCC1)C(=O)Nc1ccccc1SC(=O)C(C)C,-0.1454803
C[C@H](C[C@H](N)C(O)=O)C(O)=O,0.980988897
CNC1CCCN(C1)c1c(F)cc2c(c1OC)n(cc(C(O)=O)c2=O)C1CC1,0.680820306
N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O,0.137560207
CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)CC(=O)NO,-0.025944653
C[Se]CCC(N)C(O)=O,-0.230009852
CC(=O)OC1CC2CCC1(C)C2(C)C,-0.107204579
CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0.302817652
CC(C)(O)C(Cl)(Cl)Cl,-0.168047553
CC(C)c1ccccc1Cc1cc(C(=O)Nc2ccc(cc2)S(=O)(=O)c2ccccc2C(C)(C)C)c(O)c(O)c1O,-1.442714541
NCCCC(N)C(O)=O,-0.679783189
CCN(C1CCOCC1)c1cc(cc(C(=O)NCc2c(C)cc(C)[nH]c2=O)c1C)-c1ccc(CN2CCOCC2)cc1,0.850301872
O[Hg]c1c(O)c(Br)cc2c(-c3ccccc3C(O)=O)c3cc(Br)c(=O)cc3oc12,0.056331031
CC1=NN(C(=O)C\1=N\Nc1cccc(-c2cccc(c2)C(O)=O)c1O)c1ccc(C)c(C)c1,0.238137697
CC(=O)O[Hg]c1ccccc1,-1.351298576
Nc1ccc(O)c(c1)C(O)=O,0.213025038
OC[C@@H](O)[C@H](O)[C@@H](O)C=O,0.413556661
[Li].[Li].[Li].OC(=O)CC(O)(CC(O)=O)C(O)=O,0.303117165
Cc1cc(C)c2N(C[C@H]3CC[C@@H](CC3)C(O)=O)CCC[C@H](N(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c3nnn(C)n3)c2c1,0.053046599
CC1CCCC(C)N1,0.185527871
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,1.077999558
ClC=C(Cl)Cl,0.056934039
CCC(C)(O)C#C,-0.248644568
CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,-0.147832427
NC(CCC(O)=O)C=C,0.344851328
CCOC(=S)SSC(=S)OCC,-0.237259513
N[C@@H](COP(O)(O)=O)C(O)=O,0.441476792
CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,1.249363844
OP(=O)(NCCCl)NCCCl,0.156907421
O[C@@H]([C@@H](O)[C@H]1CO1)[C@@H]1CO1,-0.794786777
CC1(C)S[C@H]2[C@@H](NC(=O)[C@@H](NC(=O)N3CCN(C3=O)S(C)(=O)=O)c3ccccc3)C(=O)N2[C@@H]1C(O)=O,0.447511393
CCC(C)(C)C(O)=O,0.010973558
OC(=O)CC(=O)C(O)=O,0.844230677
CC=CC=CC(O)=O,0.729225818
OC(=O)C(Cl)(Cl)Cl,-0.504637452
COc1ccc2c(Oc3ccc(NC(=O)c4c(C)n(CC(C)(C)O)n(-c5ccccc5)c4=O)nc3)ccnc2c1,0.733650662
CCCCCCCCO,0.638184046
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O,0.144120482
CCCCCCCC(O)=O,0.035154612
CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C,0.512378711
OC1CNC(C1)C(O)=O,0.093316096
C=CCN=C=S,0.009028683
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,0.086413382
CC(=O)NCCCS(O)(=O)=O,0.350517163
COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34,-1.720907395
FC(F)(F)COCC(F)(F)F,-0.218136744
FC(F)(F)C(Cl)Br,-0.057756287
O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O,-0.856546332
Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,-0.017174
OCC(S)CS,-0.103547438
CCCC(O)=O,0.477818297
O1[n+]2ccccc2S[Zn]11O[n+]2ccccc2S1,-0.510559046
NC(=O)NO,-0.222636272
C\C(CP(O)(O)=O)=C/C(N)C(O)=O,0.392914795
CCCCCCCCCCCCCCCC(=O)C(F)(F)F,0.19946881
NCCCCCC(O)(P(O)(O)=O)P(O)(O)=O,0.078980511
Nc1nc(=O)c2N(C=O)[C@@H](CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2[nH]1,0.276654607
CC1(O)CCOC(=O)C1,-0.256785336
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C,0.478681185
O=C(Nc1ccc(cc1)C1(CCCC1)C#N)c1cccnc1NCc1ccncc1,0.640703848
CCC[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1,-0.899730936
CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,-0.182212597
CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,-0.71767594
OC(=O)c1ccc(cc1)N1C(=O)C(\C=C1c1ccccc1)=C\c1ccc(o1)-c1ccc(cc1)[N+]([O-])=O,-0.160355974
Cn1cc(cn1)-c1cnn2c(N)c(Br)c(nc12)[C@@H]1CCCNC1,-0.026856919
CCCCCCCCCCCCCCCC(=O)OC(C)C,-0.551287874
CCCC(O)C(CC)CO,-0.255661118
CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,-1.754417211
[Bi].[Bi].OC(=O)C(O)=O.OC(=O)C(O)=O.OC(=O)C(O)=O,0.098741534
[In].CC(C)O.CC(C)O.CC(C)O,0.033648377
CCCCCCCCCCC(CO)CCCCCCCC,0.010061143
COc1cc2CCN(CCc3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c4cnc5ccccc5c4)cc3)Cc2cc1OC,0.490566507
N[C@@H](CCC(=O)N[C@@H](CS[N+][O-])C(=O)NCC(O)=O)C(O)=O,-0.201608844
FCOC(C(F)(F)F)C(F)(F)F,1.125562311
CCC(C)(C)O,0.026582533
CN(C)CCS,0.074927591
CCn1cc(C(O)=O)c(=O)c2cnc(nc12)N1CCCC1,-0.583665338
COP(=O)(OC)OC=C(Cl)Cl,-1.153689051
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1)C=O,-1.721735104
NCCNCCNCCNCCN,-0.817340404
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1)c1ccccc1,0.297158741
COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1,-0.439837576
CNC(=O)c1ccccc1Nc1nc(Nc2ccc(cc2OC)N2CCOCC2)ncc1Cl,0.602237322
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,-0.878789312
COc1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1ccc(O)c(OC)c1,-0.84131081
C\C(N(Cc1cnc(C)nc1N)C=O)=C(\CCOP(O)(O)=O)SC(=O)c1ccccc1,0.751397674
OC[C@H]1O[C@@H](OC[C@H]2O[C@@H](O[C@@H](C#N)c3ccccc3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,0.314421461
CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O,-2.891426815
NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1,-0.051956363
CC(=O)NO,-0.24948399
Nc1ccn(C[C@@H](CO)OCP(O)(O)=O)c(=O)n1,-0.662149487
CC(=O)OCC1=C2N3C(SC1)[C@H](NC(=O)CCCC(N)C(=O)O[Zn]OC2=O)C3=O,-0.002131206
C[C@H](Cn1cnc2c(N)ncnc12)OCP(O)(O)=O,-0.041412095
C[N+](C)(C)CC(O)=O,-0.639655948
Nc1ccc(\N=N\c2ccccc2)c(N)n1,0.05836401
[O-][N+]N(CCCl)C(=O)NCCCl,0.995799567
Oc1ccc(cc1)[C@H]1COc2cc(O)ccc2C1,-0.194494211
CCOC(N)=O,-0.015775806
Cc1coc-2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,-0.003719852
N[Pt](N)(Cl)Cl,-0.362073167
NCCC(O)(P(O)(O)=O)P(O)(O)=O,0.632705358
O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1,0.298695696
OCC(O)C1O[Sb]2(O)(O[Sb]34(O)OC(C(O)CO)C(O3)C(O4)C(O)=O)OC1C(O2)C(O)=O,0.021362499
OC\C=C\C(O)=O,-0.045823268
C[C@H](C(O)=O)c1ccc(c(F)c1)-c1ccccc1,0.868892994
NC(=N)S\C=C/C(O)=O,-0.110137203
OC(C1CCNCC1)(c1ccccc1)c1ccccc1,0.087037828
CCOc1ccc2ccccc2c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,0.240816588
CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,-0.620394166
CCCCc1nc2cc(ccc2n1CCN(CC)CC)\C=C\C(=O)NO,-0.094261752
CCNC(=O)Nc1ccc(cc1)-c1nc2CN(CCc2c(n1)N1CCOC[C@@H]1C)C1COC1,-1.198901455
CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,0.1491385
C[C@H](NC(=O)C(=C\c1cccc(Br)n1)\C#N)c1ccccc1,-1.49620941
COc1cc(ccc1Nc1ncc(Cl)c(n1)-c1c[nH]c2ccccc12)N1CCC(N)CC1,-1.031775994
C1Oc2ccc(cc2O1)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2c1ccc2OCOc2c1,0.231948042
O[C@@H]1C[C@](O)(C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)C(O)=O,0.272510635
Cc1nc(C(=O)NCC(O)=O)c(O)c2ccc(Oc3ccccc3)cc12,-0.385229437
CC1(COc2ccc3n(cnc3c2)-c2ccc3cccc(N4CCC(N)CC4)c3n2)COC1,-1.726809875
COc1ccccc1S(=O)(=O)Nc1ccc2NC(=O)N(C)Cc2c1,-1.883807266
FC(F)(F)Oc1ccc(NC(=O)c2sccc2NCc2ccnc3ccccc23)cc1,-3.119682672
C[C@H]1[C@H]2[C@H](Cc3ccccc3)NC(=O)[C@]22OC(=O)\C=C/[C@H](O)CCC[C@@H](C)C\C=C\[C@H]2[C@H](O)C1=C,0.094488723
CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1c1nc(cs1)C(=O)c1ccc(F)cc1,0.008582491
CNc1cc(OC)c(cc1Cl)C(=O)N[C@@H]1CCN(Cc2ccccc2)[C@@H]1C.CNc1cc(OC)c(cc1Cl)C(=O)N[C@H]1CCN(Cc2ccccc2)[C@H]1C,0.038963798
OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=N)N[C@H]12,-0.127945657
CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,0.187056235
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C)C1CC=C2n1cnc2ccccc12,-0.302163733
COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C,-0.097838239
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0.131117323
CC(C)(Oc1ccc(Cl)cc1)C(O)=O,0.007656295
CCNC(=O)C[C@@H]1N=C(c2ccc(Cl)cc2)c2cc(OC)ccc2-n2c(C)nnc12,0.02144461
Oc1ccc(cc1)[C@@H]1Oc2ccc(O)cc2[C@@H]2CCC[C@H]12,-0.502477611
CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,-0.684210571
O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,-0.109885751
CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N,-0.702902323
COc1nccc(n1)-c1c(ncn1C1CCNCC1)-c1ccc(F)cc1,0.057613915
CCC[C@@H](NC(=O)N1[C@@H](Oc2ccc(cc2)C(=O)N2CCN(C)CC2)C(CC)(CC)C1=O)c1ccc2OCOc2c1,-0.516735303
N[C@@H](CC(=O)N1CCn2c(C1)nnc2C(F)(F)F)Cc1cc(F)c(F)cc1F,0.188708733
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,0.118289597
NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,0.33935636
Clc1c(CN2CCCC2=N)[nH]c(=O)[nH]c1=O,1.3770471
OC1N=C(c2ccccc2Cl)c2cc(Cl)ccc2NC1=O,0.68825551
CC(CCC(O)=O)[C@H]1CCC2C3C(CC(=O)[C@]12C)[C@@]1(C)CCC(=O)C[C@H]1CC3=O,-0.118323859
CO\N=C(\C(=O)NC1C2SCC(C[N+]3(C)CCCC3)=C(N2C1=O)C(O)=O)c1csc(N)n1,0.438773617
Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1,0.227446674
Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1,0.370447124
OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1,0.056086451
COc1ccc(C2=NC(C(N2C(=O)N2CCNC(=O)C2)c2ccc(Cl)cc2)c2ccc(Cl)cc2)c(OC(C)C)c1,-0.109252546
CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,-0.347693767
NC(CCCNC(N)=O)C(O)=O,-0.367254289
CC(C(O)=O)c1cccc(Oc2ccccc2)c1,0.209821809
CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,-1.093730586
OC(=O)c1ccccc1Nc1cccc(c1)C(F)(F)F,-0.548553581
CCN(CC)C(=O)C1(CC1CN)c1ccccc1,-0.180872201
COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,0.216639892
[2H]C([2H])([2H])C(O)(CCO[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C)C([2H])([2H])[2H],0.43563649
Nc1nc(=O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)C3=C)c2[nH]1,0.208953578
OC(=O)c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc21,-0.26177246
OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.175728877
Nc1c2CCCCc2nc2ccccc12,0.119148012
Cc1cn(cn1)-c1cc(NC(=O)c2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)cc(c1)C(F)(F)F,0.133626321
CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,-0.506020522
CN[C@H](CNC(=O)N1CCC[C@H](C1)[C@@H](OCCNC(=O)OC)c1cccc(Cl)c1)C[C@H]1CCCOC1,1.478096111
OC(=O)CCn1c2CC[C@H](Cc2c2ccccc12)NS(=O)(=O)c1ccc(F)cc1,-0.015953191
CN1C(C(=O)Nc2ncc(C)s2)C(=O)c2ccccc2S1(=O)=O,0.236264198
CCn1ccnc1CC1COc2ccccc2O1,-0.250482108
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,0.509509873
NC(=O)c1cccc(N)c1,-0.24886255
COc1cccc2n(C)c(=O)c(C(=O)N(C)c3ccc(cc3)C(F)(F)F)c(O)c12,-0.114086
CNCCCC12CCC(c3ccccc13)c1ccccc21,-0.075632833
Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,-0.409912484
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,-0.063115809
CN(CC[C@@H](Oc1ccc(cc1)-c1ccccc1)c1ccc(F)cc1)CC(O)=O,-0.672141396
CCCCN(CCCC)CCCOc1ccc(cc1)C(=O)c1c(CCCC)oc2ccc(NS(C)(=O)=O)cc12,0.280662931
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,0.170701465
CC(C)C(=O)OCC\C(SS\C(CCOC(=O)C(C)C)=C(/C)N(Cc1cnc(C)nc1N)C=O)=C(\C)N(Cc1cnc(C)nc1N)C=O,-0.274596619
Cc1cccc(Nc2ccccc2C(O)=O)c1C,0.297847595
CCCCCCOc1ccccc1C(N)=O,0.514129852
COc1ccc(C[C@H](N)C(=O)N[C@@H]2[C@@H](CO)OC([C@@H]2O)n2cnc3c(ncnc23)N(C)C)cc1,-0.796816459
Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(OC(=O)c2ccccc2)ccc1Cl,-0.031779737
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,0.287452743
C[C@]1(CCCN1)c1nc2c(cccc2[nH]1)C(N)=O,-0.296070228
CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC,0.349692357
CN1CCCN(CC1)c1ccc2c(n1)n1c3ccccc3sc1c(C(=O)NCc1cnc(C)cn1)c2=O,-0.168285075
CCN(CCCCOC(=O)c1ccc(OC)c(OC)c1)C(C)Cc1ccc(OC)cc1,0.124377271
O[C@@H]1CN2CCC[C@@H](O)[C@@H]2[C@@H]1O,-0.054124029
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(C(=O)c4c(O)ccc(Cl)c4C3=C)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,0.080870211
CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO,-0.583832677
C[C@]12CC[C@@](C)(C[C@H]1C1=CC(=O)[C@@H]3[C@]4(C)CC[C@H](O[C@H]5O[C@@H]([C@@H](O)[C@H](O)[C@@H]5O[C@@H]5O[C@@H]([C@@H](O)[C@H](O)[C@H]5O)C(O)=O)C(O)=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(O)=O,-0.234877482
CC[C@@H](CO)NC(=O)[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.03341215
OC1(CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1)c1ccc(Cl)c(c1)C(F)(F)F,-0.526915887
Cc1cc(=O)[nH]c(=S)[nH]1,0.094516839
CS(=O)(=O)Nc1cc2occ(NC=O)c(=O)c2cc1Oc1ccccc1,-0.369139077
O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,0.295635578
Oc1ccc(cc1)[C@@H]1CC(=O)c2c(O)cc(O)cc2O1,-0.336965092
NCCCS(O)(=O)=O,-0.085376933
N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(O)=O,0.367216581
CCN(Cc1ccccc1)C(=O)Cn1c2nc(ncc2n(C)c1=O)-c1ccccc1,0.180548641
NC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccccn1)-c1ccc2OCCOc2c1,0.428164341
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(cc12)C(=O)NOCCO,1.26680409
O=C1N(C[C@H]2CCCc3cccc1c23)[C@@H]1CN2CCC1CC2,0.137823475
C[C@@H]1C(=O)OC2[C@H](O)C34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O,0.261223229
OC(=O)CCCCCCCC(O)=O,0.572504207
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,-0.011305031
CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O,0.17397261
COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,0.092627783
CCNC1(CCN(CC1)c1ncnc2n(c(nc12)-c1ccccc1Cl)-c1ccc(Cl)cc1)C(N)=O,0.461963269
CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@H]23)n1c1ccccc41,0.242231133
COc1cc2ncnc(Oc3cccc(NC(=O)Nc4cc(on4)C(C)(C)C(F)(F)F)c3)c2cc1OC,0.10362859
COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC,-0.168930558
CC(C)c1nnc(C)n1C1CC2CCC(C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,0.212912446
CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(ccc(O)c4C(=O)C3C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O)N(C)C,0.126852093
COC1CN(CCCOc2ccc(F)cc2)CCC1NC(=O)c1cc(Cl)c(N)cc1OC,0.395207222
NC(=O)c1ccc[n+](c1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n2cnc3c(N)ncnc23)[C@@H](O)[C@H]1O,0.317988709
CCc1ccc2c(nc(=O)n(CC)c2n1)-c1cccc(Cl)c1,0.421678988
CCOCCn1c(nc2ccccc12)N1CCCN(C)CC1,-0.23337221
Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,0.306062895
Nc1cccc2C(=O)N(C3CCC(=O)NC3=O)C(=O)c12,0.497854927
NC(=O)N\N=C\c1ccc(o1)[N+]([O-])=O,0.021249069
Cc1onc(c1-c1ccc(cc1)S(N)(=O)=O)-c1ccccc1,0.373841406
NC(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,0.452676328
C[C@]12CCC3C(CCC4=C3CCC(=O)C4)C1CC[C@@]2(O)C#C,-0.736305781
O[C@@H]1C[C@@](C[C@@H](OC(=O)\C=C\c2ccc(O)c(O)c2)[C@@H]1O)(OC(=O)\C=C\c1ccc(O)c(O)c1)C(O)=O,0.019445263
CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,-0.320212159
CC(=C)C1CCC(CO)=CC1,0.253547073
Cc1onc(c1C(=O)N[C@H]1[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O)-c1ccccc1,0.126425171
NC(=O)c1[nH]cnc1O,0.091897388
Oc1cccc2cccnc12,-0.956249239
CN1CCCC(CN2c3ccccc3Sc3ccccc23)C1,0.140005898
Oc1c(I)cc(Cl)c2cccnc12,-0.647929625
CCOC(=O)N1CCC(CC1)=C1c2ccc(Cl)cc2CCc2cccnc12,0.338949319
CC(=O)O[C@]1(CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@]12C)C#C,1.407034548
CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(O)=O,0.004712728
COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1,-0.073591772
CCN(CC)Cc1nccn1-c1ccc(cc1C(=O)c1ccccc1Cl)[N+]([O-])=O,0.580164167
FC(F)(F)COc1ccc(OCC(F)(F)F)c(c1)C(=O)NCC1CCCCN1,-0.330986578
CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)S(C)(=O)=O,-0.202637247
NC1CCN(CC1)c1cccc(Cl)n1,-0.010837513
CCCOc1ccc(cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1)S(=O)(=O)N1CCN(CCO)CC1,-0.097531292
CN(C)CCNc1nc2cc(O)ccc2c2-c3ccccc3C(=O)c12,0.916360009
C[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,-0.877123043
C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c2n1cc(C(O)=O)c3=O,-0.022114862
Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,-0.857633702
